News_Headline,Link_Of_News,Source,Stated_On,Date,Label
"Says ""Jeb Bush has released 10 percent of his emails.""",https://www.politifact.com/factchecks/2015/mar/18/james-carville/jeb-bush-revealed-much-more-10-his-emails-governor/,James Carville," March 15, 201"," March 18, 2015",FALSE
"Birth control pioneer Margaret Sanger was ""an active participant in the Ku Klux Klan.""",https://www.politifact.com/factchecks/2015/mar/18/william-obrien/nh-rep-bill-obrien-says-margaret-sanger-was-active/,William O'Brien," February 8, 2"," March 18, 2015",FALSE
"The state of Florida has seen ""double-digit drops"" in alcohol use among teens.",https://www.politifact.com/factchecks/2015/mar/18/susan-pitman/teen-alcohol-abuse-has-dropped-double-digits-advoc/,Susan Pitman," March 16, 201"," March 18, 2015",mostly-true
"In 2007, when Nancy Pelosi met with President Assad of Syria, ""nobody got upset.""",https://www.politifact.com/factchecks/2015/mar/18/sean-hannity/hannity-unlike-iran-letter-response-no-one-got-ups/,Sean Hannity," March 10, 201"," March 18, 2015",FALSE
"Polling shows that nearly 74 percent of National Rifle Association members ""support requiring background checks for all gun sales.""",https://www.politifact.com/factchecks/2015/mar/18/lena-taylor/most-nra-members-back-background-checks-all-gun-pu/,Lena Taylor," March 12, 201"," March 18, 2015",TRUE
"""The stock market has almost tripled since April of 2009.""",https://www.politifact.com/factchecks/2015/mar/17/jim-webb/james-webb-says-stock-market-has-tripled-value-200/,Jim Webb," March 15, 201"," March 17, 2015",mostly-true
"Says Secretary of State John Kerry, ""when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.""",https://www.politifact.com/factchecks/2015/mar/16/mitch-mcconnell/mitch-mcconnell-john-kerry-visited-nicaragua-1980s/,Mitch McConnell," March 15, 201"," March 16, 2015",mostly-true
"The delay in school testing ""was not that of a vendor, the problem was not that of the test materials itself, it was the product of a cyber attack.""",https://www.politifact.com/factchecks/2015/mar/16/h-marlene-otoole/house-education-chair-blames-florida-testing-delay/,H. Marlene O'Toole," March 12, 201"," March 16, 2015",barely-true
"Says that ""Susan Rice, the president's national security adviser, has already conceded that Iran will have a robust uranium enrichment capability.""",https://www.politifact.com/factchecks/2015/mar/16/tom-cotton/tom-cotton-says-susan-rice-conceded-under-nuclear-/,Tom Cotton," March 9, 2015"," March 16, 2015",barely-true
"Wisconsin is ""dead last in the Midwest for job creation.""",https://www.politifact.com/factchecks/2015/mar/16/mark-pocan/wisconsin-dead-last-midwest-job-creation/,Mark Pocan," March 10, 201"," March 16, 2015",mostly-true
The proposed transportation tax plan revokes a tax-credit for consumers’ electric cars while the state retains similar credits for similar vehicles for businesses.,https://www.politifact.com/factchecks/2015/mar/16/atlanta-journal-constitution/bill-would-nix-consumers-tax-break-electric-vehicl/,Atlanta Journal-Constitution," February 10, "," March 16, 2015",TRUE
"""Every day, a black name resume is 50 percent less likely to get responded to than a white name resume.""",https://www.politifact.com/factchecks/2015/mar/15/jalen-ross/black-name-resume-50-percent-less-likely-get-respo/,Jalen Ross," March 15, 201"," March 15, 2015",mostly-true
"There was ""just about zero press coverage"" of the 2007 Bush White House email controversy.",https://www.politifact.com/factchecks/2015/mar/15/juan-williams/media-reaction-george-w-bushs-email-controversy/,Juan Williams," March 15, 201"," March 15, 2015",barely-true
"""Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.""",https://www.politifact.com/factchecks/2015/mar/15/erika-sanzi/writer-says-most-children-ri-charter-school-lotter/,Erika Sanzi," March 5, 2015"," March 15, 2015",mostly-true
"Says ""Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.""",https://www.politifact.com/factchecks/2015/mar/13/rush-limbaugh/limbaugh-ted-kennedy-undercut-reagan-back-door-lin/,Rush Limbaugh," March 10, 201"," March 13, 2015",FALSE
"""(Jeb) Bush, not the State of Florida, decided which private emails to disclose.""",https://www.politifact.com/factchecks/2015/mar/13/american-bridge-21st-century/liberal-pac-says-jeb-bush-edited-his-own-emails/,American Bridge 21st Century," March 4, 2015"," March 13, 2015",mostly-true
"""Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day.""",https://www.politifact.com/factchecks/2015/mar/13/ted-cruz/ted-cruz-says-iran-annually-has-death-america-holi/,Ted Cruz," March 11, 201"," March 13, 2015",barely-true
On support for ethanol mandates,https://www.politifact.com/factchecks/2015/mar/13/scott-walker/scott-walker-loves-hates-federal-ethanol-mandate/,Scott Walker," March 7, 2015"," March 13, 2015",half-flip
"""We've seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.""",https://www.politifact.com/factchecks/2015/mar/13/nancy-devaney/marijuana-legalization-opponent-says-says-alcohol-/,Nancy Denuccio," March 6, 2015"," March 13, 2015",FALSE
"Under legislation that has cleared the Georgia House, some children who are ""legal refugees"" could obtain state scholarships to attend private schools.",https://www.politifact.com/factchecks/2015/mar/13/associated-press/true-legislation-would-open-scholarship-program-le/,The Associated Press," March 9, 2015"," March 13, 2015",TRUE
"A ""majority of our students are trapped in"" underperforming schools.",https://www.politifact.com/factchecks/2015/mar/12/george-p-bush/george-p-bush-says-majority-our-students-trapped-u/,George P. Bush," January 30, 2"," March 12, 2015",FALSE
"Medicaid is close to 30 percent of the state budget and ""the biggest expenditure at the state.""",https://www.politifact.com/factchecks/2015/mar/12/florida-chamber-commerce/florida-considers-medicaid-expansion-chamber-makes/,Florida Chamber of Commerce," March 10, 201"," March 12, 2015",mostly-true
"""The vast majority of our international commitments take effect without congressional approval.""",https://www.politifact.com/factchecks/2015/mar/12/joe-biden/joe-biden-says-vast-majority-international-commitm/,Joe Biden," March 9, 2015"," March 12, 2015",half-true
"""I unsealed my records"" at Marquette University.",https://www.politifact.com/factchecks/2015/mar/12/scott-walker/where-are-scott-walkers-student-records/,Scott Walker," February 27, "," March 12, 2015",FALSE
"Said former U.S. Ambassador to Kenya Scott Gration ""was forced to resign two years ago because of his personal use of emails.""",https://www.politifact.com/factchecks/2015/mar/11/david-shuster/no-email-use-didnt-sink-us-ambassador-kenya/,David Shuster," March 10, 201"," March 11, 2015",barely-true
"Eliminating affirmative action in admissions in Florida led to ""more African American and Hispanic kids attending our university system"" than before.",https://www.politifact.com/factchecks/2015/mar/11/jeb-bush/florida-has-more-black-and-hispanic-university-stu/,Jeb Bush," February 27, "," March 11, 2015",barely-true
"If President Barack Obama strikes a nuclear deal with Iran, ""the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.""",https://www.politifact.com/factchecks/2015/mar/11/tom-cotton/letter-iran-47-republican-senators-correct-about-c/,Tom Cotton," March 9, 2015"," March 11, 2015",mostly-true
Georgia is one of only five states where breweries can’t sell you a pint of beer to drink on premise or sell you a six-pack to go.,https://www.politifact.com/factchecks/2015/mar/11/georgia-craft-brewers-guild/advocate-craft-beer-brewers-correct-claim/,Georgia Craft Brewers Guild," March 9, 2015"," March 11, 2015",mostly-true
"""The Iranian parliament will get to say yes or no on this deal, and I think the United States Congress should have the exact same input into the process.""",https://www.politifact.com/factchecks/2015/mar/10/ron-johnson/ron-johnson-irans-parliament-gets-vote-nuclear-dea/,Ron Johnson," March 8, 2015"," March 10, 2015",barely-true
"Says Gov. Scott Walker’s proposed budget ""would sell off Wisconsin’s state parks.""",https://www.politifact.com/factchecks/2015/mar/10/state-democratic-party-wisconsin/democratic-party-says-scott-walker-proposed-sellin/,Democratic Party of Wisconsin," March 4, 2015"," March 10, 2015",FALSE
"Says Hillary Clinton ""sent a memo"" to all State Department staff that said ""you should not do State Department business on personal email.""",https://www.politifact.com/factchecks/2015/mar/10/joe-scarborough/scarborough-clinton-told-state-department-staff-no/,Joe Scarborough," March 9, 2015"," March 10, 2015",mostly-true
"Today in Selma, Ala., ""the poverty rate is roughly nine times that of whites.""",https://www.politifact.com/factchecks/2015/mar/10/henry-sanders/todays-poverty-rate-selma-ala-nine-times-higher-bl/,Henry Sanders," March 8, 2015"," March 10, 2015",half-true
"""Black people are eight times more likely to be arrested than white people"" in Madison.",https://www.politifact.com/factchecks/2015/mar/09/young-gifted-and-black-coalition/madison-black-adults-are-8-times-more-likely-white/,"Young, Gifted and Black Coalition"," January 9, 20"," March 9, 2015",half-true
"""Thomas Paine wrote that ‘the duty of a patriot is to protect his country from his government.’""",https://www.politifact.com/factchecks/2015/mar/09/rick-perry/rick-perry-errs-tying-patriotism-quote-thomas-pain/,Rick Perry," February 24, "," March 9, 2015",FALSE
"U.S. military involvement in Libya ""allowed thousands of surface-to-air missiles to fall into the hands of radical Islamists.""",https://www.politifact.com/factchecks/2015/mar/09/rand-paul/paul-gets-it-wrong-fate-libyan-missiles/,Rand Paul," February 27, "," March 9, 2015",barely-true
"The University of Wisconsin System ""will be much more affordable than just about any other campus in America"" because ""going forward we have a cap on it tied to inflation.""",https://www.politifact.com/factchecks/2015/mar/09/scott-walker/scott-walker-uw-tuition-will-be-lower-just-about-a/,Scott Walker," March 1, 2015"," March 9, 2015",FALSE
"Every illegal immigrant ""can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.""",https://www.politifact.com/factchecks/2015/mar/09/john-fredericks/john-fredericks-says-every-illegal-immigrant-can-b/,John Fredericks," February 28, "," March 9, 2015",FALSE
"""The State Department asked all secretaries of state to send their emails over."" Hillary Clinton's ""the only one who’s done it.""",https://www.politifact.com/factchecks/2015/mar/08/charles-schumer/fact-checking-chuck-schumers-defense-hillary-clint/,Charles Schumer," March 8, 2015"," March 8, 2015",barely-true
"""The labor participation rate is at an all-time low.""",https://www.politifact.com/factchecks/2015/mar/08/lindsey-graham/lindsey-graham-has-it-wrong-meet-press-labor-parti/,Lindsey Graham," March 8, 2015"," March 8, 2015",barely-true
"""Contrary to popular belief, we actually don’t have that many public employees…We are well below average in the number of public employees.’’",https://www.politifact.com/factchecks/2015/mar/08/gina-raimondo/gov-gina-raimondo-says-ri-well-below-average-numbe/,Gina Raimondo," February 19, "," March 8, 2015",TRUE
"""Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.""",https://www.politifact.com/factchecks/2015/mar/07/steven-frias/ri-gop-official-steven-frias-says-research-finds-n/,Steven Frias," February 24, "," March 7, 2015",TRUE
On the status of illegal immigrants,https://www.politifact.com/factchecks/2015/mar/06/scott-walker/scott-walker-disavows-support-path-citizenship/,Scott Walker," March 1, 2015"," March 6, 2015",full-flop
"President Obama said ""22 times"" he could not authorize immigration reform by executive order.",https://www.politifact.com/factchecks/2015/mar/06/doug-collins/collins/,Doug Collins," March 3, 2015"," March 6, 2015",mostly-true
The infant mortality rate is 15 percent higher in states with right-to-work laws.,https://www.politifact.com/factchecks/2015/mar/05/julie-lassa/julie-lassa-says-infant-mortality-rate-15-percent-/,Julie Lassa," February 25, "," March 5, 2015",half-true
"""The governor must inform the Senate president about his or her absence from the state.""",https://www.politifact.com/factchecks/2015/mar/05/jennifer-horn/nh-republican-party-says-governor-required-notify-/,Jennifer Horn," February 4, 2"," March 5, 2015",barely-true
"A federal judge said President Barack Obama’s executive action on immigration is ""unconstitutional.""",https://www.politifact.com/factchecks/2015/mar/05/david-jolly/federal-judge-called-obama-immigration-action-unco/,David Jolly," February 26, "," March 5, 2015",mostly-true
"""There are at least three sectors of the border, one in particular, that are just completely insecure.""",https://www.politifact.com/factchecks/2015/mar/05/marco-rubio/marco-rubio-least-three-sectors-border-are-complet/,Marco Rubio," February 27, "," March 5, 2015",barely-true
"Texas this fiscal year will ""have more money in reserve than the other 49 states combined.""",https://www.politifact.com/factchecks/2015/mar/05/dan-patrick/dan-patrick-errs-saying-texas-will-end-fiscal-year/,Dan Patrick," February 25, "," March 4, 2015",pants-fire
"""A lot of people who go into prison straight, and when they come out they’re gay.""",https://www.politifact.com/factchecks/2015/mar/04/ben-carson/ben-carson-many-prisoners-go-straight-come-out-gay/,Ben Carson," March 4, 2015"," March 4, 2015",FALSE
"Says ""President Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used"" assault rifle bullets.",https://www.politifact.com/factchecks/2015/mar/04/paul-bedard/columnist-obama-presses-gun-control-t/,Paul Bedard," February 27, "," March 4, 2015",barely-true
"According to the CDC, ""110 million Americans now have a sexually transmitted illness.""",https://www.politifact.com/factchecks/2015/mar/04/phil-robertson/phil-robertson-duck-dynasty-says-110-million-ameri/,Phil Robertson," February 27, "," March 4, 2015",barely-true
"""At this particular point in time, looking at the field, there’s only one individual that’s ever had the uniform of his country on—and that’s me.""",https://www.politifact.com/factchecks/2015/mar/04/rick-perry/rick-perry-says-presidential-field-hes-sole-indivi/,Rick Perry," February 27, "," March 4, 2015",half-true
"More than any Republican governor in the 2014 elections, ""I took a higher percentage of the Republican vote""and ""yet I also carried independents by 12 points.""",https://www.politifact.com/factchecks/2015/mar/04/scott-walker/2016-horizon-scott-walker-asserts-his-appeal-among/,Scott Walker," February 26, "," March 4, 2015",mostly-true
"""The average person only pays about $1,800 in state taxes — which is the lowest of all 50 states.""",https://www.politifact.com/factchecks/2015/mar/03/rick-scott/rick-scott-average-floridian-pays-1800-state-taxes/,Rick Scott," March 3, 2015"," March 3, 2015",mostly-true
"""We have cut taxes more than 40 times in four years.""",https://www.politifact.com/factchecks/2015/mar/03/rick-scott/rick-scott-says-he-cut-taxes-more-40-times/,Rick Scott," March 3, 2015"," March 3, 2015",half-true
"""Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.""",https://www.politifact.com/factchecks/2015/mar/03/greg-abbott/already-year-greg-abbott-says-over-20000-immigrant/,Greg Abbott," February 22, "," March 3, 2015",TRUE
"Education funding of $7,176 per student is a ""historic level.""",https://www.politifact.com/factchecks/2015/mar/03/rick-scott/scott-calls-proposed-pupil-spending-historic/,Rick Scott," March 3, 2015"," March 3, 2015",half-true
"""I never said I was on the Falkland Islands.""",https://www.politifact.com/factchecks/2015/mar/03/bill-oreilly/oreilly-i-never-said-i-was-falkland-islands/,Bill O'Reilly," February 20, "," March 3, 2015",half-true
"""You had more women getting computer sciences degrees in the '80s by a factor of 2-plus than you do now.""",https://www.politifact.com/factchecks/2015/mar/03/hillary-clinton/hillary-clinton-says-women-earned-twice-many-compu/,Hillary Clinton," February 24, "," March 3, 2015",mostly-true
"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",https://www.politifact.com/factchecks/2015/mar/03/naturalnewscom/vaccine-claim-misinterprets-data/,NaturalNews.com," February 5, 2"," March 3, 2015",FALSE
"""America produces more oil and gas than any other nation in the world.""",https://www.politifact.com/factchecks/2015/mar/02/rick-perry/perry-says-us-no-1-producer-oil-and-gas/,Rick Perry," February 24, "," March 2, 2015",TRUE
"Six of the nation’s 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area.""",https://www.politifact.com/factchecks/2015/mar/02/scott-walker/scott-walker-says-most-10-richest-counties-are-aro/,Scott Walker," February 6, 2"," March 2, 2015",TRUE
"""Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.""",https://www.politifact.com/factchecks/2015/mar/02/thomas-tobin/ri-bishop-thomas-tobin-says-abortions-make-94-plan/,Bishop Thomas Tobin," January 22, 2"," March 2, 2015",FALSE
"President Barack Obama's veto of the Keystone XL pipeline killed ""42,000 jobs.""",https://www.politifact.com/factchecks/2015/mar/02/tom-graves/graves-right-number-bit-keystone-jobs-context/,Tom Graves," February 24, "," March 2, 2015",half-true
"""...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.""",https://www.politifact.com/factchecks/2015/mar/02/dave-brat/brat-us-school-spending-375-percent-over-30-years-/,Dave Brat," February 16, "," March 2, 2015",mostly-true
"On immigration, ""the president said 22 times, 22 times, that he couldn't do what he eventually did.""",https://www.politifact.com/factchecks/2015/mar/01/john-boehner/boehner-obama-said-22-times-he-couldnt-do-immigrat/,John Boehner," March 1, 2015"," March 1, 2015",mostly-true
"Says President Barack Obama made ""unilateral changes"" to Obamacare ""38 times.""",https://www.politifact.com/factchecks/2015/mar/01/john-boehner/boehner-obama-has-taken-unilateral-action-health-c/,John Boehner," March 1, 2015"," March 1, 2015",half-true
"More than 1 million Texans live without affordable health care because Rick Perry failed to ""partner with the Legislature to find a Texas solution to closing the coverage gap.""",https://www.politifact.com/factchecks/2015/mar/01/texas-democratic-party/texas-democrats-say-rick-perry-left-more-1-million/,Texas Democratic Party," February 12, "," March 1, 2015",mostly-true
"Rhode Island has invested less in tourism, economic development and economic development personnel than four nearby states.",https://www.politifact.com/factchecks/2015/mar/01/gina-raimondo/gov-gina-raimondo-says-rhode-island-invests-less-e/,Gina Raimondo," February 18, "," March 1, 2015",barely-true
"""In general, it appears"" Wisconsin’s right to work bill would ""likely apply to"" the Green Bay Packers players and their union.",https://www.politifact.com/factchecks/2015/feb/27/jon-erpenbach/would-wisconsins-right-work-bill-affect-green-bay-/,Jon Erpenbach," February 23, "," February 27, 2015",mostly-true
Ninety-five percent of the money used for union-operated worker training centers comes from employers.,https://www.politifact.com/factchecks/2015/feb/27/kurt-bauer/business-leader-says-95-percent-union-worker-train/,Kurt Bauer," February 10, "," February 27, 2015",barely-true
"""When you have 8,000 veterans a year committing suicide, then you have a serious problem.""",https://www.politifact.com/factchecks/2015/feb/27/johnny-isakson/rate-not-just-number-helps-explain-vet-suicide-ris/,Johnny Isakson," February 2, 2"," February 27, 2015",mostly-true
"Says he ""often"" appeared on The O’Reilly Factor and ""often was praised"" by Bill O'Reilly.",https://www.politifact.com/factchecks/2015/feb/26/david-corn/mother-jones-reporter-oreilly-often-praised-wor/,David Corn," February 25, "," February 26, 2015",half-true
"""The Clintons' foundation took millions from foreign governments"" including United Arab Emirates and Saudi Arabia.",https://www.politifact.com/factchecks/2015/feb/26/american-crossroads/conservative-group-claims-hillary-clintons-foundat/,American Crossroads," February 23, "," February 26, 2015",TRUE
Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.,https://www.politifact.com/factchecks/2015/feb/26/ann-mclane-kuster/did-kuster-flip-flop-when-voting-cromnibus/,Ann McLane Kuster," January 6, 20"," February 26, 2015",half-true
"The FCC’s net neutrality policy includes what is ""essentially a massive tax increase.""",https://www.politifact.com/factchecks/2015/feb/26/mike-lee/effect-net-neutrality-rules-taxes-uncertain/,Mike Lee," February 16, "," February 26, 2015",half-true
"Says Debbie Wasserman Schultz ""voted repeatedly to send terminally ill patients to prison.""",https://www.politifact.com/factchecks/2015/feb/26/drug-policy-alliance/pro-pot-group-says-debbie-wasserman-schultz-repeat/,Drug Policy Alliance," February 19, "," February 26, 2015",barely-true
"Thirty U.S. cities have Triple A baseball teams and ""virtually everyone of them [is] playing in government owned ballparks.""",https://www.politifact.com/factchecks/2015/feb/26/james-skeffington/investor-red-sox-minor-league-team-says-most-tripl/,James Skeffington," February 10, "," February 26, 2015",TRUE
The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,https://www.politifact.com/factchecks/2015/feb/25/michael-morell/odd-reality-irans-centrifuges-enough-bomb-not-powe/,Michael Morell," February 18, "," February 25, 2015",TRUE
"Says Wisconsin Manufacturers & Commerce’s ""own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.""",https://www.politifact.com/factchecks/2015/feb/25/wisconsin-contractor-coalition/contractors-say-business-support-right-work-law-mi/,Wisconsin Contractor Coalition," February 23, "," February 25, 2015",FALSE
Georgia’s share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,https://www.politifact.com/factchecks/2015/feb/25/associated-press/report-accurate-decline-federal-transportation-dol/,The Associated Press," February 21, "," February 25, 2015",TRUE
"Sheila Jackson Lee of Texas said: ‘Hey, all you wrinkly, white-aged has-beens: It’s time for you to die and let the next generation have your spot on the planet.’",https://www.politifact.com/factchecks/2015/feb/24/facebook-posts/light-match-facebook-meme-quotes-sheila-jackson-le/,Facebook posts," February 7, 2"," February 24, 2015",pants-fire
"Homeopathy, acupuncture and aromatherapy ""have been given elevated legitimacy under the Affordable Care Act.""",https://www.politifact.com/factchecks/2015/feb/24/jonah-goldberg/did-aca-give-elevated-legitimacy-alternative-medic/,Jonah Goldberg," February 13, "," February 24, 2015",half-true
"""Students In Fla. High School Forced To Recite Islamic Prayer, Make Prayer Rugs.""",https://www.politifact.com/factchecks/2015/feb/24/blog-posting/high-schoolers-had-recite-islamic-prayer-class-mak/,Bloggers," February 12, "," February 24, 2015",barely-true
"""We live in the most incarcerated country in the world.""",https://www.politifact.com/factchecks/2015/feb/23/john-legend/fact-checking-john-legends-claim-we-live-most-inca/,John Legend," February 22, "," February 23, 2015",mostly-true
"Says President Barack Obama said ""that American exceptionalism is no more exceptional than the exceptionalism of any other country.""",https://www.politifact.com/factchecks/2015/feb/23/rudy-giuliani/rudy-giuliani-barack-obama-said-american-exception/,Rudy Giuliani," February 23, "," February 23, 2015",FALSE
On supporting right to work legislation in 2015,https://www.politifact.com/factchecks/2015/feb/23/scott-walker/supporting-2015-right-work-legislation-scott-walke/,Scott Walker," February 20, "," February 23, 2015",full-flop
"""One third of our age group (Millennials) have moved back in with their parents.""",https://www.politifact.com/factchecks/2015/feb/23/joseph-yost/yost-says-one-third-millennials-live-parents/,Joseph Yost," February 16, "," February 23, 2015",mostly-true
"""22 times Barack Obama said he did not have the authority to implement this type of"" anti-deportation ""measure. And then the day after he signed this into law, he said, quote, ‘I just changed the law.’""",https://www.politifact.com/factchecks/2015/feb/23/greg-abbott/greg-abbott-says-22-times-barack-obama-said-he-cou/,Greg Abbott," February 17, "," February 23, 2015",mostly-true
"Last year, ""we saw the first reduction in the federal prison population in 32 years.""",https://www.politifact.com/factchecks/2015/feb/23/eric-holder/federal-prison-population-drops-first-time-3-decad/,Eric Holder," February 17, "," February 23, 2015",TRUE
"Cigarette butts ""poison babies and small children because of the nicotine in them.""",https://www.politifact.com/factchecks/2015/feb/23/karina-wood/ri-lung-association-representative-says-cigarette-/,Karina Wood," February 12, "," February 23, 2015",TRUE
"A bill to eliminate Delta Air Lines’ jet fuel tax breaks ""violates federal law and puts the state at risk of losing critical funding from the Federal Aviation Administration.""",https://www.politifact.com/factchecks/2015/feb/23/trebor-banstetter/delta-spokesman-correct-federal-law-and-jet-fuel-t/,Trebor Banstetter," February 2, 2"," February 23, 2015",TRUE
"""When did the decline of coal start? It started when natural gas took off … that started to begin in (President George W.) Bush’s administration.""",https://www.politifact.com/factchecks/2015/feb/23/scott-surovell/surovell-says-decline-caol-started-under-george-w-/,Scott Surovell," February 4, 2"," February 23, 2015",half-true
"Rhode Island ""is one of the worst states"" for income equality.",https://www.politifact.com/factchecks/2015/feb/22/george-nee/ri-afl-cio-president-george-nee-says-state-one-wor/,George Nee," February 5, 2"," February 22, 2015",barely-true
"""Nine hundred people have been fired since I became secretary (of Veterans Affairs). We’ve got 60 people that we fired who have manipulated wait times.""",https://www.politifact.com/factchecks/2015/feb/20/robert-mcdonald/va-secretary-claims-900-firings-60-related-wait-ti/,Robert McDonald," February 15, "," February 20, 2015",FALSE
"UW-Madison ""spent down reserves"" as it was told to do two years ago and, facing new state budget cuts, has ""no more reserves to spend down.""",https://www.politifact.com/factchecks/2015/feb/20/rebecca-blank/scott-walkers-300-million-budget-cut-looming-uw-ma/,Rebecca Blank," February 12, "," February 20, 2015",half-true
"""200,000 students attempt suicide every year on college campuses.""",https://www.politifact.com/factchecks/2015/feb/20/marjorie-sanfilippo/florida-legislature-weighs-allowing-guns-college-c/,Marjorie Sanfilippo," February 16, "," February 20, 2015",half-true
"""Texas has more full-time state employees per capita than California and Illinois.""",https://www.politifact.com/factchecks/2015/feb/20/greg-abbott/greg-abbott-says-texas-shockingly-has-more-state-w/,Greg Abbott," February 17, "," February 20, 2015",half-true
"Say George Washington said that ""when government takes away citizens’ right to bear arms it becomes citizens’ duty to take away government’s right to govern.""",https://www.politifact.com/factchecks/2015/feb/20/facebook-posts/did-george-washington-offer-support-individual-gun/,Facebook posts," February 16, "," February 20, 2015",FALSE
"""Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.""",https://www.politifact.com/factchecks/2015/feb/20/raw-story/human-jellyfish-headline-misleading-spawned-real-b/,Raw Story," February 11, "," February 20, 2015",half-true
"""ISIS lures women with kittens, nutella.""",https://www.politifact.com/factchecks/2015/feb/19/cnn/truth-about-isis-using-nutella-kittens-and-emoji-l/,CNN," February 18, "," February 19, 2015",barely-true
"""There is a very identifiable Somali community"" back home in Delaware.",https://www.politifact.com/factchecks/2015/feb/19/joe-biden/joe-biden-and-his-somali-cab-driver-friends/,Joe Biden," February 17, "," February 19, 2015",pants-fire
"ISIS sends out ""90,000 social (media) messages a day.""",https://www.politifact.com/factchecks/2015/feb/19/hillary-mann-leverett/cnn-expert-islamic-state-posts-90000-social-media-/,Hillary Mann Leverett," February 17, "," February 19, 2015",mostly-true
"The current debate over authorizing military action against the Islamic State ""would be the first time Congress would place limits on the commander-in-chief's ability to be commander-in-chief.""",https://www.politifact.com/factchecks/2015/feb/19/adam-kinzinger/republican-lawmaker-claims-congress-has-never-set-/,Adam Kinzinger," February 15, "," February 19, 2015",FALSE
"ISIS is ""now the predominant Islamist group in Benghazi.""",https://www.politifact.com/factchecks/2015/feb/19/marco-rubio/isis-holds-sway-benghazi-rubio-says/,Marco Rubio," February 13, "," February 19, 2015",barely-true
"The Department of Homeland Security is ""the only federal department not funded for this entire fiscal year"" by Congress.",https://www.politifact.com/factchecks/2015/feb/18/lloyd-doggett/lloyd-doggett-says-homeland-security-only-us-agenc/,Lloyd Doggett," January 26, 2"," February 18, 2015",TRUE
"Florida students take ""an array of standardized high stakes tests which eat up as much as 45 school days per year.""",https://www.politifact.com/factchecks/2015/feb/18/florida-badass-teachers-association/teacher-group-says-florida-students-take-standardi/,Florida Badass Teachers Association," February 10, "," February 18, 2015",FALSE
"""Monarch butterflies are becoming extinct"" because of increased use of crops genetically modified to withstand pesticides.",https://www.politifact.com/factchecks/2015/feb/17/peter-defazio/are-gmos-causing-monarch-butterflies-become-extinc/,Peter DeFazio," February 12, "," February 17, 2015",half-true
"Says Supreme Court Justice Sonia Sotomayor has an ""immigrant family background.""",https://www.politifact.com/factchecks/2015/feb/17/laura-ingraham/ingraham-says-sotomayor-comes-immigrant-family/,Laura Ingraham," February 4, 2"," February 17, 2015",barely-true
Says award-winning Milwaukee Public Schools teacher Megan Sampson was laid off because Gov. Scott Walker cut state aid to education.,https://www.politifact.com/factchecks/2015/feb/17/gail-collins/columnist-gail-collins-blames-gov-scott-walker-tea/,Gail Collins," February 15, "," February 17, 2015",FALSE
"Ninety-six percent of failing schools are spending above $8,400, the average annual per student expenditure, and 26 percent spend considerably more than that.",https://www.politifact.com/factchecks/2015/feb/17/nathan-deal/gov-deal-gets-school-math-right-comments-need-more/,Nathan Deal," February 12, "," February 17, 2015",half-true
"The woman named Wisconsin’s 2010 ""outstanding teacher of the year"" was laid off by the Milwaukee Public Schools that year under ""seniority and tenure rules"" that were eliminated by his Act 10 changes.",https://www.politifact.com/factchecks/2015/feb/16/scott-walker/gov-scott-walker-says-wisconsins-teacher-year-was-/,Scott Walker," January 24, 2"," February 16, 2015",half-true
"""Austin has more lobbyists working for it than any other municipality in Texas.""",https://www.politifact.com/factchecks/2015/feb/16/dave-claunch/mayor-dave-claunch-says-austin-has-more-capitol-lo/,Dave Claunch," January 14, 2"," February 16, 2015",mostly-true
"""Oil companies can obtain an acre of public land for less than the price of a Big Mac.""",https://www.politifact.com/factchecks/2015/feb/16/center-western-priorities/conservation-group-oil-firms-can-lease-federal-lan/,Center for Western Priorities," February 5, 2"," February 16, 2015",mostly-true
